acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported
494910,,Slight,2,1,10/07/2010,Saturday,10,July,10,15,50,230,A,199,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326700,676680,522741,Junction,Cyclist,361416,unset,EH66LY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
495210,,Slight,1,1,10/07/2010,Saturday,10,July,10,14,50,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining with high winds,Dry,None,None,No overtaking,331350,672920,2106187,Segment,Bus,361417,unset,EH152ND,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
498110,,Slight,2,1,12/07/2010,Monday,12,July,10,17,22,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,312980,677700,4421939,Junction,T.V.N.P.,361418,unset,EH309NZ,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
498310,,Slight,1,1,12/07/2010,Monday,12,July,10,15,4,230,Unclassified,,Single carriageway - 2 lanes,40,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,312040,670210,12231736,Junction,S.V.N.P.,361419,unset,EH288NR,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
498510,,Slight,3,1,12/07/2010,Monday,12,July,10,16,45,230,A,8,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,318550,672780,4550156,Segment,Bus,361420,unset,EH128LH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
499410,,Slight,2,1,13/07/2010,Tuesday,13,July,10,7,40,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,323650,671840,522279,Junction,T.V.N.P.,361421,unset,EH111NJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
499510,,Slight,2,1,13/07/2010,Tuesday,13,July,10,10,40,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322750,671590,522231,Junction,T.V.N.P.,361422,unset,EH141PB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
500010,,Serious,1,1,13/07/2010,Tuesday,13,July,10,14,30,230,A,8,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325290,673850,551202,Segment,Bus,361423,unset,EH22ER,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
500910,,Slight,2,1,12/07/2010,Monday,12,July,10,19,5,230,A,7,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326000,673410,521589,Junction,Cyclist,361424,unset,EH89AA,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
501210,,Slight,2,1,13/07/2010,Tuesday,13,July,10,15,40,230,A,7,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326600,672460,568060,Segment,Pedestrian,361425,unset,EH89QD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
501410,,Slight,1,1,13/07/2010,Tuesday,13,July,10,4,0,230,B,1350,Single carriageway - 2 lanes,30,Crossroads,Authorised Person,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326930,674470,520680,Junction,S.V.N.P.,361426,unset,EH75AP,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
501710,,Slight,3,1,13/07/2010,Tuesday,13,July,10,6,23,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328530,675000,523335,Junction,M.V.N.P.,361427,unset,EH76EP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
504010,,Slight,1,1,14/07/2010,Wednesday,14,July,10,16,17,230,A,7,Single carriageway - 2 lanes,30,Other junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,326010,673390,2305729,Junction,Bus,361428,unset,EH11LS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
505510,,Slight,2,1,11/07/2010,Sunday,11,July,10,15,15,230,A,71,Roundabout,30,Roundabout,Automatic Traffic Signal,A,720,Daylight: street lighting unknown,Fine with high winds,Dry,None,None,No overtaking,318650,670370,2307030,Junction,T.V.N.P.,361429,unset,EH144AW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
506510,,Slight,2,1,14/07/2010,Wednesday,14,July,10,16,50,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,327120,675250,12239120,Junction,T.V.N.P.,361430,unset,EH68JS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
507010,,Slight,2,1,15/07/2010,Thursday,15,July,10,9,15,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,325510,674090,520563,Junction,T.V.N.P.,361431,unset,EH22PA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
507210,,Slight,1,1,15/07/2010,Thursday,15,July,10,8,15,230,Unclassified,,Dual carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,A,900,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,326150,674570,520254,Junction,Bus,361432,unset,EH13PA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
507310,,Slight,2,1,15/07/2010,Thursday,15,July,10,16,15,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Other,Dry,None,None,No overtaking,317660,667590,0,Unset,T.V.N.P.,361433,unset,EH145RX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
507410,,Slight,2,1,15/07/2010,Thursday,15,July,10,18,45,230,A,900,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,C,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,326550,675130,519867,Junction,Cyclist,361434,unset,EH74PE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
507710,,Slight,1,1,16/07/2010,Friday,16,July,10,1,11,230,A,900,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326790,675550,519478,Junction,Pedestrian,361435,unset,EH68NX,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere
509010,,Slight,1,1,16/07/2010,Friday,16,July,10,16,10,230,A,7,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326000,673430,521589,Junction,Pedestrian,361436,unset,EH11LL,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
509210,,Slight,1,1,15/07/2010,Thursday,15,July,10,7,30,230,A,8,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,Other object in carriageway,No overtaking,324820,673710,551190,Segment,Cyclist,361437,unset,EH24AH,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
509510,,Slight,3,1,16/07/2010,Friday,16,July,10,9,30,230,B,6415,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Other,Dry,None,None,No overtaking,330710,673780,523593,Junction,M.V.N.P.,361438,unset,EH152AU,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
509810,,Slight,2,2,16/07/2010,Friday,16,July,10,7,35,230,C,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,C,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,327600,669520,530152,Junction,T.V.N.P.,361439,unset,EH166RY,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
510610,,Slight,4,2,16/07/2010,Friday,16,July,10,13,45,230,Motorway,8,Dual carriageway - 2 lanes,50,Roundabout,Automatic Traffic Signal,Motorway,8,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,318120,670890,6452865,Junction,M.V.N.P.,361440,unset,EH129BU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,\3
511310,,Slight,2,1,12/07/2010,Monday,12,July,10,10,0,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present but unlit,Fine (without high winds),Dry,None,None,No overtaking,325160,675100,566882,Segment,T.V.N.P.,361441,unset,EH35JP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
511810,,Slight,2,1,17/07/2010,Saturday,17,July,10,12,45,230,B,900,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325580,675190,554150,Segment,T.V.N.P.,361442,unset,EH74EF,Control by other authorised person,Central refuge - no other controls,At scene
512010,,Slight,1,1,17/07/2010,Saturday,17,July,10,15,5,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327530,674330,520749,Junction,Bus,361443,unset,EH75TL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
514010,,Slight,2,1,16/07/2010,Friday,16,July,10,18,36,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325780,676270,563619,Segment,T.V.N.P.,361444,unset,EH64NW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
515410,,Slight,1,1,18/07/2010,Sunday,18,July,10,19,12,230,A,71,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322160,671780,549749,Segment,Bus,361445,unset,EH113BQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
517910,,Slight,2,1,18/07/2010,Sunday,18,July,10,23,0,230,C,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,326990,675000,519864,Junction,Cyclist,361446,unset,EH75NA,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere
519810,,Slight,1,3,20/07/2010,Tuesday,20,July,10,16,45,230,A,701,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327390,669230,530188,Junction,S.V.N.P.,361447,unset,EH166JU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
520010,,Slight,3,1,16/07/2010,Friday,16,July,10,13,47,230,A,720,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,318660,670270,2582067,Segment,M.V.N.P.,361448,unset,EH144AW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
520110,,Slight,2,2,20/07/2010,Tuesday,20,July,10,18,5,230,A,7,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lighting unknown,Fine (without high winds),Dry,None,None,No overtaking,327480,671380,568090,Segment,T.V.N.P.,361449,unset,EH165DT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
521910,,Slight,3,2,20/07/2010,Tuesday,20,July,10,16,30,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328800,671640,523773,Junction,M.V.N.P.,361450,unset,EH164AJ,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere
522410,,Slight,2,1,21/07/2010,Wednesday,21,July,10,15,45,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,326860,674170,520695,Junction,T.V.N.P.,361451,unset,EH88EJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
522510,,Slight,2,1,21/07/2010,Wednesday,21,July,10,17,5,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,325740,674440,12222930,Junction,T.V.N.P.,361452,unset,EH13QN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
522810,,Serious,2,1,21/07/2010,Wednesday,21,July,10,15,40,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,327640,675900,554672,Segment,T.V.N.P.,361453,unset,EH67ES,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
523610,,Slight,3,1,18/07/2010,Sunday,18,July,10,18,50,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,329200,674990,523359,Junction,M.V.N.P.,361454,unset,EH76RQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
523810,,Slight,2,2,21/07/2010,Wednesday,21,July,10,19,10,230,A,702,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,C,,Daylight: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,324830,673080,521403,Junction,T.V.N.P.,361455,unset,EH39BG,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
523910,,Slight,1,1,20/07/2010,Tuesday,20,July,10,15,30,230,Unclassified,,One way Street,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,314950,673650,6454438,Segment,Bus,361456,unset,EH129DN,Control by other authorised person,Zebra crossing,Elsewhere
525710,,Slight,2,1,22/07/2010,Thursday,22,July,10,18,45,230,Unclassified,,Single carriageway - 2 lanes,30,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326180,674500,520236,Junction,T.V.N.P.,361457,unset,EH75DX,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Elsewhere
525810,,Slight,2,1,22/07/2010,Thursday,22,July,10,16,50,230,A,70,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322180,670790,561790,Segment,T.V.N.P.,361458,unset,EH141TQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
525910,,Slight,1,1,22/07/2010,Thursday,22,July,10,18,50,230,A,702,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324530,670930,529837,Junction,Bus,361459,unset,EH104RP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
526210,,Slight,1,1,21/07/2010,Wednesday,21,July,10,17,20,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,C,,Daylight: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,325220,673830,521055,Junction,Bus,361460,unset,EH22ER,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere
528910,,Slight,4,8,24/07/2010,Saturday,24,July,10,12,30,230,Motorway,9,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,311740,674260,562735,Segment,M.V.N.P.,361461,unset,EH299EF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
530710,,Serious,2,1,25/07/2010,Sunday,25,July,10,12,40,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,323440,675820,519409,Junction,Bus,361462,unset,EH52DH,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
530810,,Slight,2,3,25/07/2010,Sunday,25,July,10,11,0,230,A,1,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,C,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,329200,673080,523614,Junction,T.V.N.P.,361463,unset,EH151SU,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
531510,,Slight,2,1,25/07/2010,Sunday,25,July,10,14,55,230,Unclassified,,Roundabout,30,Roundabout,Give way sign or markings,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322220,672040,521940,Junction,Cyclist,361464,unset,EH113BQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
532710,,Slight,1,1,26/07/2010,Monday,26,July,10,10,25,230,A,900,Roundabout,30,Roundabout,Give way sign or markings,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325990,674350,520620,Junction,Bus,361465,unset,EH13JT,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
533110,,Slight,2,1,26/07/2010,Monday,26,July,10,8,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326590,670780,564331,Segment,Cyclist,361466,unset,EH93JF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
534510,,Slight,1,1,26/07/2010,Monday,26,July,10,15,55,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lighting unknown,Unknown,Dry,None,None,No overtaking,323680,669120,564896,Segment,Pedestrian,361467,unset,EH139HX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
536210,,Slight,2,1,27/07/2010,Tuesday,27,July,10,16,45,230,Unclassified,,Dual carriageway - 2 lanes,30,Roundabout,Give way sign or markings,A,199,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,329990,674380,530851,Junction,T.V.N.P.,361468,unset,EH76TH,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
537210,,Slight,2,2,27/07/2010,Tuesday,27,July,10,12,5,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,311540,677850,517426,Junction,T.V.N.P.,361469,unset,EH309SW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
537910,,Serious,1,1,26/07/2010,Monday,26,July,10,11,57,230,Unclassified,,One way Street,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325540,673490,567186,Segment,Pedestrian,361470,unset,EH12HE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
538410,,Slight,1,2,28/07/2010,Wednesday,28,July,10,12,25,230,B,1350,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326310,674500,557668,Segment,Bus,361471,unset,EH75DX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
538510,,Slight,3,2,28/07/2010,Wednesday,28,July,10,8,0,230,A,6106,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,330450,672470,523767,Junction,M.V.N.P.,361472,unset,EH153LJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
540110,,Slight,1,1,29/07/2010,Thursday,29,July,10,11,15,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326480,676870,0,Unset,Bus,361473,unset,EH66NL,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere
540610,,Slight,2,1,25/07/2010,Sunday,25,July,10,14,30,230,A,772,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328060,669950,530179,Junction,T.V.N.P.,361474,unset,EH165UR,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
540810,,Slight,2,3,29/07/2010,Thursday,29,July,10,11,10,230,Unclassified,,Single carriageway - 2 lanes,30,Mini-roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320560,675440,519753,Junction,T.V.N.P.,361475,unset,EH45BY,Control by other authorised person,Zebra crossing,At scene
541310,,Slight,2,1,30/07/2010,Friday,30,July,10,7,0,230,A,702,Single carriageway - 2 lanes,30,Multiple junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324900,672960,533374,Junction,Cyclist,361476,unset,EH39LY,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere
542710,,Slight,3,1,30/07/2010,Friday,30,July,10,7,40,230,Motorway,8,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,317830,670750,6452850,Segment,M.V.N.P.,361477,unset,EH129BU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
543310,,Slight,2,1,30/07/2010,Friday,30,July,10,12,40,230,A,90,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,321460,674950,555672,Segment,T.V.N.P.,361478,unset,EH45DB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
543510,,Slight,2,1,30/07/2010,Friday,30,July,10,11,10,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319770,672970,521700,Junction,Cyclist,361479,unset,EH128AY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
543710,,Slight,2,1,29/07/2010,Thursday,29,July,10,12,9,230,A,71,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lighting unknown,Fine (without high winds),Dry,None,None,No overtaking,322790,672220,549713,Segment,T.V.N.P.,361480,unset,EH112QZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
543910,,Slight,1,1,27/07/2010,Tuesday,27,July,10,13,50,230,C,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,324330,672810,521835,Junction,Bus,361481,unset,EH111AL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
544110,,Slight,2,1,30/07/2010,Friday,30,July,10,21,0,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325470,676190,563577,Segment,Cyclist,361482,unset,EH64ST,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere
544410,,Slight,1,1,30/07/2010,Friday,30,July,10,22,25,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,321790,672150,0,Unset,Pedestrian,361483,unset,EH113BD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
546410,,Slight,3,2,31/07/2010,Saturday,31,July,10,15,25,230,B,701,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319150,673880,520791,Junction,M.V.N.P.,361484,unset,EH128TD,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
546510,,Slight,1,1,29/07/2010,Thursday,29,July,10,17,50,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323300,676870,0,Unset,Pedestrian,361485,unset,EH51PB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
551810,,Slight,2,1,02/08/2010,Monday,2,August,10,17,15,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,Road works present,Any animal in carriagway (except riden hors,No overtaking,325550,671530,559129,Segment,Cyclist,350414,unset,EH92DY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
552410,,Slight,2,2,02/08/2010,Monday,2,August,10,18,0,230,A,90,Single carriageway - 2 lanes,30,Multiple junction,Automatic Traffic Signal,A,902,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,321580,674890,520032,Junction,T.V.N.P.,350415,unset,EH43TH,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
553010,,Slight,2,2,02/08/2010,Monday,2,August,10,18,15,230,A,900,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,A,901,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326940,675890,522483,Junction,T.V.N.P.,350416,unset,EH65AE,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
