acc_ref,veh_ref,veh_type,tow_art,manoeuvres,veh_movecp,jloc_veh_toi,skidding,objon_cway,veh_lv_cway,objoff_cway,veh_suffix,point_impact,otherveh_ref,part_damage,no_axles,sex_driver,age_driver,breath_test,max_gross,hit_run,dtp_proj,pol_la_pro,veh_loc_toa_road,veh_loc_toa_r
16710,2,Car,No tow/articulation,Waiting to go ahead but held up,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Female,45,Not requested,,Other,,,unset,On main carriageway - not in restricted la
18310,1,Car,No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,51,Not requested,,Other,,,unset,On main carriageway - not in restricted la
18310,2,Car,No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,34,Not requested,,Other,,,unset,On main carriageway - not in restricted la
19510,1,Other motor vehicle,No tow/articulation,Going ahead other,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Not traced,-9,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
20610,1,Car,No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,48,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
20610,2,Car,No tow/articulation,Waiting to go ahead but held up,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,50,Not requested,,Other,,,unset,On main carriageway - not in restricted la
21710,1,Car,No tow/articulation,Overtaking stationary vehice on its offside,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,57,Not requested,,Other,,,unset,On main carriageway - not in restricted la
21710,2,Car,No tow/articulation,Stopping,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Female,30,Not requested,,Other,,,unset,On main carriageway - not in restricted la
21710,3,Car,No tow/articulation,Waiting to go ahead but held up,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Female,35,Not requested,,Other,,,unset,On main carriageway - not in restricted la
22910,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Female,25,Not requested,,Other,,,unset,On main carriageway - not in restricted la
22910,2,Goods vehicle 7.5 tonnes mgw and over,No tow/articulation,Going ahead other,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Female,43,Not requested,,Other,,,unset,On main carriageway - not in restricted la
28210,1,Car,No tow/articulation,Going ahead other,51,Vehicle in miidle of junction,Skidding,None,Left carriageway nearside and rebounded,Tree,,Offside,0,,0,Female,52,Not requested,,Other,,,unset,On main carriageway - not in restricted la
29410,1,Car,No tow/articulation,Changing lane to left,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Not traced,-9,Driver not contacted at time of accident,,"Non-stop vehicle, not hit",,,unset,Busway (including guided busway)
29410,2,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,38,Not requested,,Other,,,unset,On main carriageway - not in restricted la
33110,1,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),Skidding,None,Did not _leave carriageway,None,,Front,2,,0,Male,19,Negative,,Other,,,unset,On main carriageway - not in restricted la
33110,2,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,48,Negative,,Other,,,unset,On main carriageway - not in restricted la
33610,1,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,26,Negative,,Other,,,unset,On main carriageway - not in restricted la
33710,1,Car,No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,51,Negative,,Other,,,unset,On main carriageway - not in restricted la
33710,2,Bus or coach (17 or more passenger seats),No tow/articulation,Parked,0,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,45,Not requested,,Other,,,unset,On main carriageway - not in restricted la
36210,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Going ahead other,51,unset,Skidding,None,Left carriageway nearside,Entered ditch,,Front,2,,0,Female,36,Negative,,Other,,,unset,On main carriageway - not in restricted la
36210,2,Car,No tow/articulation,Parked,0,Vehicle in miidle of junction,No skidding or jackknifing,None,Left carriageway offside,Entered ditch,,Back,1,,0,Not traced,-9,Not requested,,Other,,,unset,On main carriageway - not in restricted la
37610,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Turning left,71,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,0,,0,Male,59,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
39410,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Starting,11,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,28,Negative,,Other,,,unset,On main carriageway - not in restricted la
39410,2,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,34,Negative,,Other,,,unset,On main carriageway - not in restricted la
42310,1,Car,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,Skidding,None,Did not _leave carriageway,None,,Front,2,,0,Male,57,Negative,,Other,,,unset,On main carriageway - not in restricted la
42310,2,Car,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,37,Negative,,Other,,,unset,On main carriageway - not in restricted la
42410,1,Car,No tow/articulation,Going ahead other,37,Did not impact,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Male,38,Negative,,Other,,,unset,On main carriageway - not in restricted la
42410,2,Pedal cycle,No tow/articulation,Going ahead other,73,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,27,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
43510,1,Other motor vehicle,No tow/articulation,Turning right,53,Vehicle approaching junction/vehicle par,Skidding,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,40,Not requested,,Other,,,unset,Footway (pavement)
43510,2,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,37,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,0,,0,Male,30,Not requested,,Other,,,unset,On main carriageway - not in restricted la
44010,1,Car,No tow/articulation,Reversing,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,0,,0,Not traced,-9,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
44710,1,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,43,Negative,,Other,,,unset,On main carriageway - not in restricted la
45910,1,Car,No tow/articulation,U turn,77,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Male,34,Negative,,Other,,,unset,On main carriageway - not in restricted la
45910,2,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,41,Negative,,Other,,,unset,On main carriageway - not in restricted la
46310,1,Goods vehicle 7.5 tonnes mgw and over,No tow/articulation,Turning right,31,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,0,,0,Male,40,Negative,,Other,,,unset,On main carriageway - not in restricted la
46510,1,Car,No tow/articulation,Turning right,53,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Left carriageway offside,None,,Front,2,,0,Male,17,Negative,,Other,,,unset,On main carriageway - not in restricted la
46510,2,Car,No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,52,Negative,,Other,,,unset,On main carriageway - not in restricted la
47310,1,Car,No tow/articulation,Turning right,17,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,2,,0,Male,58,Not requested,,Other,,,unset,On main carriageway - not in restricted la
47310,2,Motor cycle over 125cc,No tow/articulation,Going ahead other,51,unset,Skidding,None,Did not _leave carriageway,None,,Front,1,,0,Male,21,Not requested,,Other,,,unset,On main carriageway - not in restricted la
48410,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,33,Negative,,Other,,,unset,Tram/Light rail track
48410,2,Bus or coach (17 or more passenger seats),No tow/articulation,Waiting to go ahead but held up,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,60,Negative,,Other,,,unset,Tram/Light rail track
49910,1,Motor cycle over 125cc,No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,Skidding,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,56,Not requested,,Other,,,unset,On main carriageway - not in restricted la
53710,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Turning right,75,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Not traced,-9,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
53710,2,Pedal cycle,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Male,22,Negative,,Other,,,unset,On main carriageway - not in restricted la
57010,1,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),Skidding,None,Did not _leave carriageway,None,,Front,0,,0,Male,24,Negative,,Other,,,unset,On main carriageway - not in restricted la
57110,1,Car,No tow/articulation,Going ahead other,73,Vehicle in miidle of junction,Overturned,Kerb,Did not _leave carriageway,None,,Front,2,,0,Female,73,Negative,,Other,,,unset,On main carriageway - not in restricted la
57110,2,Car,No tow/articulation,Parked,0,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,0,,0,Not traced,-9,Not requested,,Other,,,unset,On main carriageway - not in restricted la
57410,1,Car,No tow/articulation,Turning right,17,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Female,29,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
57410,2,Motor cycle 125cc and under,No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,Skidding,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,37,Negative,,Other,,,unset,On main carriageway - not in restricted la
57510,1,Car,No tow/articulation,Turning right,75,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,2,,0,Not traced,-9,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
57510,2,Car,No tow/articulation,Waiting to turn right,75,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,36,Not requested,,Other,,,unset,On main carriageway - not in restricted la
58610,1,Car,No tow/articulation,Starting,73,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,26,Negative,,Other,,,unset,On main carriageway - not in restricted la
58610,2,Pedal cycle,No tow/articulation,Going ahead other,37,unset,Overturned,None,Did not _leave carriageway,None,,Nearside,1,,0,Male,48,Not requested,,Other,,,unset,On main carriageway - not in restricted la
58910,1,Car,No tow/articulation,U turn,11,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Male,28,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
58910,2,Pedal cycle,No tow/articulation,Going ahead other,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,29,Not requested,,Other,,,unset,Cycle lane (On main carriageway)
60310,1,Taxi,No tow/articulation,Going ahead other,15,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,61,Negative,,Other,,,unset,On main carriageway - not in restricted la
61310,1,Car,No tow/articulation,Turning right,53,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,18,Negative,,Other,,,unset,On main carriageway - not in restricted la
61310,2,Car,No tow/articulation,Going ahead other,15,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Male,67,Negative,,Other,,,unset,On main carriageway - not in restricted la
66710,1,Car,No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,30,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
66710,2,Car,No tow/articulation,Waiting to go ahead but held up,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Female,68,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
67310,1,Car,No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,58,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
67310,2,Car,No tow/articulation,Waiting to go ahead but held up,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Female,21,Not requested,,Other,,,unset,On main carriageway - not in restricted la
68110,1,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,0,,0,Male,32,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
68610,1,Car,No tow/articulation,Turning right,31,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,38,Negative,,Other,,,unset,On main carriageway - not in restricted la
68610,2,Pedal cycle,No tow/articulation,Turning left,13,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Female,48,Not requested,,Other,,,unset,On main carriageway - not in restricted la
68810,1,Car,No tow/articulation,Going ahead other,15,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,43,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
68810,2,Pedal cycle,No tow/articulation,Going ahead other,73,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,74,Not requested,,Other,,,unset,On main carriageway - not in restricted la
69110,1,Car,No tow/articulation,Going ahead other,73,Did not impact,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,73,Negative,,Other,,,unset,On main carriageway - not in restricted la
69110,2,Pedal cycle,No tow/articulation,Going ahead other,15,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,1,,0,Male,28,Not requested,,Other,,,unset,On main carriageway - not in restricted la
69810,1,Car,No tow/articulation,U turn,55,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Male,48,Negative,,Other,,,unset,On main carriageway - not in restricted la
69810,2,Moped,No tow/articulation,Overtaking moving vehice on its offside,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,17,Negative,,Other,,,unset,On main carriageway - not in restricted la
71210,1,Car,No tow/articulation,Turning right,17,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Male,27,Not requested,,Other,,,unset,On main carriageway - not in restricted la
71210,2,Car,No tow/articulation,Going ahead other,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Female,29,Not requested,,Other,,,unset,On main carriageway - not in restricted la
72010,1,Car,No tow/articulation,Starting,51,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,73,Negative,,Other,,,unset,On main carriageway - not in restricted la
72010,2,Car,No tow/articulation,Turning right,17,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,38,Negative,,Other,,,unset,On main carriageway - not in restricted la
72310,1,Car,No tow/articulation,Overtaking stationary vehice on its offside,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,0,,0,Female,45,Negative,,Other,,,unset,On main carriageway - not in restricted la
73310,1,Car,No tow/articulation,Reversing,26,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,0,,0,Male,71,Negative,,Other,,,unset,On main carriageway - not in restricted la
75010,1,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Male,43,Driver not contacted at time of accident,,Hit and Run,,,unset,Bus lane
75010,2,Pedal cycle,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Male,55,Not requested,,Other,,,unset,Bus lane
75110,1,Car,No tow/articulation,Stopping,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,57,Negative,,Other,,,unset,On main carriageway - not in restricted la
75210,1,Car,No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,43,Negative,,Other,,,unset,On main carriageway - not in restricted la
75210,2,Car,No tow/articulation,Going ahead other,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,44,Negative,,Other,,,unset,On main carriageway - not in restricted la
75510,1,Car,No tow/articulation,Going ahead other,51,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,61,Not requested,,Other,,,unset,On main carriageway - not in restricted la
75510,2,Car,No tow/articulation,Going ahead other,51,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,44,Negative,,Other,,,unset,On main carriageway - not in restricted la
77110,1,Car,No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,35,Negative,,Other,,,unset,On main carriageway - not in restricted la
77110,2,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,26,Negative,,Other,,,unset,On main carriageway - not in restricted la
77310,1,Car,No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,86,Negative,,Other,,,unset,On main carriageway - not in restricted la
77310,2,Car,No tow/articulation,U turn,77,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Male,33,Negative,,Other,,,unset,On main carriageway - not in restricted la
79710,1,Car,No tow/articulation,Reversing,37,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,46,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
79810,1,Car,No tow/articulation,Going ahead other,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Female,18,Negative,,Other,,,unset,On main carriageway - not in restricted la
79810,2,Car,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,43,Negative,,Other,,,unset,On main carriageway - not in restricted la
79810,3,Car,No tow/articulation,Parked,0,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Not traced,-9,Not requested,,Other,,,unset,On main carriageway - not in restricted la
79910,1,Car,No tow/articulation,Changing lane to left,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,2,,0,Not traced,-9,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
79910,2,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,63,Not requested,,Other,,,unset,On main carriageway - not in restricted la
80310,1,Car,No tow/articulation,Going ahead other,73,Vehicle cleared junction/vehicle parked,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,58,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
80310,2,Pedal cycle,No tow/articulation,Going ahead other,15,Did not impact,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Male,52,Not requested,,Other,,,unset,On main carriageway - not in restricted la
81810,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,59,Negative,,Hit and Run,,,unset,On main carriageway - not in restricted la
82310,1,Car,No tow/articulation,Turning right,75,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,24,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
83410,1,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,23,Negative,,Other,,,unset,On main carriageway - not in restricted la
83410,2,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,3,,0,Female,53,Negative,,Other,,,unset,On main carriageway - not in restricted la
83410,3,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,4,,0,Male,27,Negative,,Other,,,unset,On main carriageway - not in restricted la
83410,4,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,3,,0,Male,29,Negative,,Other,,,unset,On main carriageway - not in restricted la
84410,1,Car,No tow/articulation,Overtaking stationary vehice on its offside,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,43,Not requested,,Other,,,unset,On main carriageway - not in restricted la
84910,1,Car,No tow/articulation,Turning right,75,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Male,49,Not requested,,Other,,,unset,On main carriageway - not in restricted la
84910,2,Car,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Female,33,Not requested,,Other,,,unset,On main carriageway - not in restricted la
86010,1,Car,No tow/articulation,Changing lane to left,73,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,29,Negative,,Other,,,unset,Bus lane
86910,1,Car,No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,50,Not requested,,Other,,,unset,On main carriageway - not in restricted la
86910,2,Car,No tow/articulation,Waiting to go ahead but held up,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,29,Not requested,,Other,,,unset,On main carriageway - not in restricted la
88910,1,Car,No tow/articulation,Going ahead other,37,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,34,Not requested,,Other,,,unset,On main carriageway - not in restricted la
89810,1,Pedal cycle,No tow/articulation,Starting,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,0,,0,Female,41,Not requested,,Other,,,unset,Tram/Light rail track
90010,1,Car,No tow/articulation,Going ahead other,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,-9,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
90010,2,Motor cycle 125cc and under,No tow/articulation,Going ahead other,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,45,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
