acc_ref,veh_ref,veh_type,tow_art,manoeuvres,veh_movecp,jloc_veh_toi,skidding,objon_cway,veh_lv_cway,objoff_cway,veh_suffix,point_impact,otherveh_ref,part_damage,no_axles,sex_driver,age_driver,breath_test,max_gross,hit_run,dtp_proj,pol_la_pro,veh_loc_toa_road,veh_loc_toa_r
249110,1,Car,No tow/articulation,Going ahead right hand bend,51,Not at junction (or within 20 metres),Skidding,None,Left carriageway nearside,Other permanent objects,,Nearside,0,,0,Not traced,-9,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
250810,1,Other motor vehicle,No tow/articulation,Going ahead other,48,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,0,,0,Not traced,-9,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
251010,1,Car,No tow/articulation,Starting,37,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,20,Not requested,,Other,,,unset,On main carriageway - not in restricted la
251010,2,Car,No tow/articulation,Turning right,53,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Male,21,Not requested,,Other,,,unset,On main carriageway - not in restricted la
251810,1,Bus or coach (17 or more passenger seats),No tow/articulation,Waiting to go ahead but held up,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,41,Not requested,,"Non-stop vehicle, not hit",,,unset,Bus lane
251910,1,Bus or coach (17 or more passenger seats),No tow/articulation,Waiting to go ahead but held up,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,0,,0,Male,45,Not requested,,Other,,,unset,On main carriageway - not in restricted la
252410,1,Other non motor vehicle,No tow/articulation,Going ahead other,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,28,Negative,,Other,,,unset,On main carriageway - not in restricted la
252710,1,Car,No tow/articulation,Going ahead other,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,26,Negative,,Other,,,unset,On main carriageway - not in restricted la
253010,1,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,37,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,53,Not requested,,Other,,,unset,On main carriageway - not in restricted la
253210,1,Car,No tow/articulation,Going ahead other,15,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,30,Not requested,,Other,,,unset,On main carriageway - not in restricted la
253210,2,Car,No tow/articulation,Going ahead other,37,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Male,42,Not requested,,Other,,,unset,On main carriageway - not in restricted la
255210,1,Bus or coach (17 or more passenger seats),No tow/articulation,Starting,37,Not at junction (or within 20 metres),No skidding or jackknifing,Parked vehicle - unlit,Did not _leave carriageway,None,,Nearside,2,,0,Male,55,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
255210,2,Car,No tow/articulation,Parked,0,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Not traced,-9,Not requested,,Other,,,unset,On main carriageway - not in restricted la
255910,1,Taxi,No tow/articulation,Stopping,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,Parked vehicle - unlit,Did not _leave carriageway,None,,Front,2,,0,Male,58,Not requested,,Other,,,unset,On main carriageway - not in restricted la
255910,2,Car,No tow/articulation,Parked,0,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Not traced,-9,Not requested,,Other,,,unset,On main carriageway - not in restricted la
257610,1,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,Parked vehicle - unlit,Did not _leave carriageway,None,,Front,2,,0,Male,48,Positive,,Other,,,unset,On main carriageway - not in restricted la
257610,2,Car,No tow/articulation,Parked,0,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Not traced,-9,Not requested,,Other,,,unset,On main carriageway - not in restricted la
257610,3,Car,No tow/articulation,Parked,0,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Not traced,-9,Not requested,,Other,,,unset,On main carriageway - not in restricted la
260710,1,Car,No tow/articulation,Turning right,17,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,29,Not requested,,Other,,,unset,On main carriageway - not in restricted la
263110,1,Car,No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,31,Negative,,Other,,,unset,On main carriageway - not in restricted la
263110,2,Car,No tow/articulation,Stopping,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,3,,0,Female,49,Negative,,Other,,,unset,On main carriageway - not in restricted la
263110,3,Car,No tow/articulation,Stopping,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,2,,0,Male,44,Negative,,Other,,,unset,On main carriageway - not in restricted la
263210,1,Pedal cycle,No tow/articulation,Turning right,17,Not at junction (or within 20 metres),Overturned,None,Did not _leave carriageway,None,,Front,2,,0,Male,43,Not requested,,Other,,,unset,On main carriageway - not in restricted la
263210,2,Car,No tow/articulation,Turning left,57,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,47,Not requested,,Other,,,unset,On main carriageway - not in restricted la
263610,1,Moped,No tow/articulation,Going ahead left hand bend,73,Not at junction (or within 20 metres),Skidding,Parked vehicle - unlit,Did not _leave carriageway,None,,Offside,2,,0,Male,16,Not provided (Medical reasons),,Other,,,unset,On main carriageway - not in restricted la
263610,2,Car,No tow/articulation,Parked,0,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,1,,0,Not traced,-9,Not requested,,Other,,,unset,On main carriageway - not in restricted la
264810,1,Car,No tow/articulation,Turning left,35,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Not traced,-9,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
264810,2,Pedal cycle,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Left carriageway nearside,None,,Did not impact,0,,0,Male,28,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
264910,1,Motor cycle over 125cc,No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Male,16,Not requested,,Other,,,unset,On main carriageway - not in restricted la
264910,2,Car,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Not traced,-9,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
265010,1,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,0,,0,Male,32,Not requested,,Other,,,unset,On main carriageway - not in restricted la
265310,1,Car,No tow/articulation,Changing lane to left,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Male,42,Negative,,Other,,,unset,On main carriageway - not in restricted la
265310,2,Taxi,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,Overturned,None,Left carriageway nearside,Other permanent objects,,Offside,3,,0,Male,40,Negative,,Other,,,unset,On main carriageway - not in restricted la
265310,3,Car,No tow/articulation,Parked,0,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,2,,0,Not traced,-9,Not requested,,Other,,,unset,On main carriageway - not in restricted la
265510,1,Car,No tow/articulation,U turn,11,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Male,37,Not requested,,Other,,,unset,On main carriageway - not in restricted la
265510,2,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,1,,0,Male,32,Not requested,,Other,,,unset,On main carriageway - not in restricted la
265610,1,Car,No tow/articulation,Parked,0,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Not traced,-9,Not requested,,Other,,,unset,On main carriageway - not in restricted la
265610,2,Pedal cycle,No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,Open door of vehicle,Did not _leave carriageway,None,,Front,1,,0,Female,25,Not requested,,Other,,,unset,On main carriageway - not in restricted la
266910,1,Bus or coach (17 or more passenger seats),No tow/articulation,Stopping,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,52,Not requested,,"Non-stop vehicle, not hit",,,unset,On main carriageway - not in restricted la
267210,1,Car,No tow/articulation,Turning left,13,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,21,Negative,,Other,,,unset,On main carriageway - not in restricted la
269310,1,Car,No tow/articulation,Overtaking on nearside,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,67,Not requested,,Other,,,unset,On main carriageway - not in restricted la
269310,2,Pedal cycle,No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,59,Not requested,,Other,,,unset,On main carriageway - not in restricted la
269510,1,Bus or coach (17 or more passenger seats),No tow/articulation,Waiting to go ahead but held up,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,56,Negative,,Other,,,unset,On main carriageway - not in restricted la
270110,1,Car,No tow/articulation,Reversing,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,0,,0,Not traced,-9,Not requested,,Hit and Run,,,unset,On main carriageway - not in restricted la
270210,1,Car,No tow/articulation,Turning left,35,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Female,22,Not requested,,Other,,,unset,On main carriageway - not in restricted la
270210,2,Pedal cycle,No tow/articulation,Overtaking on nearside,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Male,48,Not requested,,Other,,,unset,Bus lane
272010,1,Car,No tow/articulation,Turning right,17,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,35,Not requested,,Other,,,unset,On main carriageway - not in restricted la
272010,2,Pedal cycle,No tow/articulation,Going ahead other,48,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Female,24,Not requested,,Other,,,unset,On main carriageway - not in restricted la
273110,1,Pedal cycle,No tow/articulation,Starting,73,Vehicle cleared junction/vehicle parked,Overturned,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,29,Negative,,Other,,,unset,On main carriageway - not in restricted la
273810,1,Car,No tow/articulation,Going ahead other,73,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,3,,0,Male,21,Not requested,,Other,,,unset,On main carriageway - not in restricted la
273810,2,Car,No tow/articulation,Waiting to go ahead but held up,73,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Female,44,Not requested,,Other,,,unset,On main carriageway - not in restricted la
273810,3,Car,No tow/articulation,Waiting to go ahead but held up,73,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,23,Not requested,,Other,,,unset,On main carriageway - not in restricted la
273910,1,Moped,No tow/articulation,Going ahead other,73,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Male,15,Not requested,,Other,,,unset,On main carriageway - not in restricted la
273910,2,Car,No tow/articulation,Going ahead other,51,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,1,,0,Female,39,Negative,,Other,,,unset,On main carriageway - not in restricted la
274310,1,Motor cycle 125cc and under,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,24,Negative,,Other,,,unset,On main carriageway - not in restricted la
274310,2,Car,No tow/articulation,Stopping,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Female,36,Negative,,Other,,,unset,On main carriageway - not in restricted la
274910,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,40,Negative,,Other,,,unset,On main carriageway - not in restricted la
274910,2,Car,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,3,,0,Female,21,Negative,,Other,,,unset,On main carriageway - not in restricted la
274910,3,Car,No tow/articulation,Waiting to go ahead but held up,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,2,,0,Male,28,Negative,,Other,,,unset,On main carriageway - not in restricted la
275910,1,Car,No tow/articulation,Turning right,52,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Male,31,Negative,,Other,,,unset,On main carriageway - not in restricted la
275910,2,Pedal cycle,No tow/articulation,Going ahead other,37,unset,Overturned,None,Did not _leave carriageway,None,,Front,1,,0,Male,49,Not requested,,Other,,,unset,On main carriageway - not in restricted la
276010,1,Bus or coach (17 or more passenger seats),No tow/articulation,Stopping,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,61,Negative,,Other,,,unset,Bus lane
276110,1,Car,No tow/articulation,Turning left,71,unset,No skidding or jackknifing,None,Left carriageway nearside,Other permanent objects,,Front,0,,0,Male,22,Not requested,,Other,,,unset,On main carriageway - not in restricted la
276810,1,Car,No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Male,26,Negative,,Other,,,unset,On main carriageway - not in restricted la
276810,2,Motor cycle over 125cc,No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,1,,0,Male,46,Negative,,Other,,,unset,On main carriageway - not in restricted la
279010,1,Car,No tow/articulation,Turning right,53,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Female,32,Negative,,Other,,,unset,On main carriageway - not in restricted la
279010,2,Moped,No tow/articulation,Overtaking stationary vehice on its offside,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,41,Negative,,Other,,,unset,On main carriageway - not in restricted la
279110,1,Taxi,No tow/articulation,U turn,33,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Male,23,Negative,,Other,,,unset,On main carriageway - not in restricted la
279110,2,Motor cycle over 125cc,No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,38,Negative,,Other,,,unset,On main carriageway - not in restricted la
280010,1,Taxi,No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,54,Driver not contacted at time of accident,,"Non-stop vehicle, not hit",,,unset,On main carriageway - not in restricted la
280010,2,Car,No tow/articulation,Reversing,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Female,51,Driver not contacted at time of accident,,"Non-stop vehicle, not hit",,,unset,On main carriageway - not in restricted la
280910,1,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,38,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
280910,2,Car,No tow/articulation,Waiting to go ahead but held up,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,55,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
281710,1,Car,No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,32,Negative,,Other,,,unset,On main carriageway - not in restricted la
281710,2,Car,No tow/articulation,Stopping,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Female,38,Negative,,Other,,,unset,On main carriageway - not in restricted la
281810,1,Car,No tow/articulation,Turning right,53,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Male,44,Negative,,Other,,,unset,On main carriageway - not in restricted la
281810,2,Pedal cycle,No tow/articulation,Going ahead other,15,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,22,Not requested,,Other,,,unset,On main carriageway - not in restricted la
282210,1,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,59,Not requested,,Other,,,unset,On main carriageway - not in restricted la
284710,1,Car,No tow/articulation,Going ahead other,51,Vehicle approaching junction/vehicle par,Skidding,Parked vehicle - unlit,Did not _leave carriageway,None,,Front,2,,0,Male,46,Positive,,Other,,,unset,On main carriageway - not in restricted la
284710,2,Car,No tow/articulation,Parked,0,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Not traced,-9,Not requested,,Other,,,unset,On main carriageway - not in restricted la
285310,1,Car,No tow/articulation,Changing lane to right,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,87,Not requested,,Other,,,unset,On main carriageway - not in restricted la
285310,2,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,1,,0,Male,50,Not requested,,Other,,,unset,On main carriageway - not in restricted la
287510,1,Car,No tow/articulation,Going ahead other,37,Vehicle cleared junction/vehicle parked,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Female,20,Negative,,Other,,,unset,On main carriageway - not in restricted la
288010,1,Car,No tow/articulation,Going ahead other,15,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,41,Driver not contacted at time of accident,,"Non-stop vehicle, not hit",,,unset,On main carriageway - not in restricted la
288110,1,Car,No tow/articulation,Going ahead right hand bend,15,Not at junction (or within 20 metres),Skidding,None,Left carriageway nearside,Other permanent objects,,Front,0,,0,Male,19,Negative,,Other,,,unset,On main carriageway - not in restricted la
288410,1,Car,No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,32,Not requested,,Other,,,unset,On main carriageway - not in restricted la
288410,2,Pedal cycle,No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Female,37,Not requested,,Other,,,unset,On main carriageway - not in restricted la
289410,1,Car,No tow/articulation,Turning left,13,Did not impact,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,35,Negative,,Other,,,unset,On main carriageway - not in restricted la
289410,2,Motor cycle over 125cc,No tow/articulation,Going ahead other,15,Did not impact,Overturned,None,Did not _leave carriageway,None,,Offside,1,,0,Male,69,Not requested,,Other,,,unset,On main carriageway - not in restricted la
290210,1,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,42,Not requested,,Other,,,unset,On main carriageway - not in restricted la
290710,1,Car,No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,35,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
290710,2,Car,No tow/articulation,Waiting to go ahead but held up,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Female,52,Not requested,,Other,,,unset,On main carriageway - not in restricted la
290910,1,Car,No tow/articulation,Starting,73,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Not traced,-9,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
290910,2,Pedal cycle,No tow/articulation,Turning right,75,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Female,38,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
291010,1,Car,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,0,,0,Female,31,Negative,,Other,,,unset,On main carriageway - not in restricted la
291110,1,Car,No tow/articulation,Going ahead other,51,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Male,66,Negative,,Other,,,unset,On main carriageway - not in restricted la
291110,2,Car,No tow/articulation,Going ahead other,37,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,51,Negative,,Other,,,unset,On main carriageway - not in restricted la
292710,1,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,49,Negative,,"Non-stop vehicle, not hit",,,unset,On main carriageway - not in restricted la
294110,1,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw,No tow/articulation,Going ahead other,52,Did not impact,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Male,43,Not requested,,Other,,,unset,On main carriageway - not in restricted la
294110,2,Car,No tow/articulation,Waiting to go ahead but held up,52,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,0,,0,Male,25,Not requested,,Other,,,unset,On main carriageway - not in restricted la
294710,1,Bus or coach (17 or more passenger seats),No tow/articulation,Waiting to go ahead but held up,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,37,Driver not contacted at time of accident,,"Non-stop vehicle, not hit",,,unset,Bus lane
295110,1,Taxi,No tow/articulation,Starting,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,42,Negative,,Other,,,unset,On main carriageway - not in restricted la
295810,1,Car,No tow/articulation,Changing lane to right,51,Did not impact,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Female,28,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
295810,2,Car,No tow/articulation,Going ahead other,51,Did not impact,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,1,,0,Male,18,Not requested,,Other,,,unset,On main carriageway - not in restricted la
297710,1,Car,No tow/articulation,Going ahead other,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Not traced,-9,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
298710,1,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead right hand bend,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,37,Not requested,,Other,,,unset,On main carriageway - not in restricted la
299210,1,Other motor vehicle,No tow/articulation,Going ahead other,37,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,43,Negative,,Other,,,unset,On main carriageway - not in restricted la
299210,2,Car,No tow/articulation,Stopping,73,unset,No skidding or jackknifing,None,Left carriageway nearside,None,,Back,0,,0,Male,28,Negative,,Other,,,unset,On main carriageway - not in restricted la
299310,1,Car,No tow/articulation,Going ahead other,73,Did not impact,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Male,32,Negative,,Other,,,unset,On main carriageway - not in restricted la
299310,2,Car,No tow/articulation,Going ahead other,51,Did not impact,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,1,,0,Male,28,Negative,,Other,,,unset,On main carriageway - not in restricted la
299410,1,Car,No tow/articulation,Changing lane to right,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,0,,0,Female,18,Negative,,Other,,,unset,On main carriageway - not in restricted la
299410,2,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,52,Negative,,Other,,,unset,On main carriageway - not in restricted la
300010,1,Car,No tow/articulation,Turning right,31,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Male,21,Negative,,Other,,,unset,On main carriageway - not in restricted la
300010,2,Pedal cycle,No tow/articulation,Going ahead other,73,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,20,Not provided (Medical reasons),,Other,,,unset,On main carriageway - not in restricted la
300210,1,Car,No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,0,,0,Male,24,Negative,,Other,,,unset,On main carriageway - not in restricted la
302310,1,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,42,Not requested,,Other,,,unset,On main carriageway - not in restricted la
303010,1,Car,No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Left carriageway nearside,Lamp post,,Front,2,,0,Female,59,Negative,,Other,,,unset,On main carriageway - not in restricted la
303010,2,Car,No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,1,,0,Male,39,Negative,,Other,,,unset,On main carriageway - not in restricted la
303510,1,Car,No tow/articulation,Going ahead other,37,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Male,64,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
303510,2,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Going ahead other,51,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Male,54,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
303610,1,Car,No tow/articulation,Going ahead other,15,Did not impact,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,77,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
303610,2,Pedal cycle,No tow/articulation,Going ahead other,73,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,45,Not requested,,Other,,,unset,On main carriageway - not in restricted la
303910,1,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,40,Not requested,,Other,,,unset,On main carriageway - not in restricted la
