acc_ref,veh_ref,veh_type,tow_art,manoeuvres,veh_movecp,jloc_veh_toi,skidding,objon_cway,veh_lv_cway,objoff_cway,veh_suffix,point_impact,otherveh_ref,part_damage,no_axles,sex_driver,age_driver,breath_test,max_gross,hit_run,dtp_proj,pol_la_pro,veh_loc_toa_road,veh_loc_toa_r
137912,1,Bus or coach (17 or more passenger seats),No tow/articulation,Stopping,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,53,Not requested,,"Non-stop vehicle, not hit",,,unset,On main carriageway - not in restricted la
138912,1,Car,No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Female,25,Negative,,Other,,,unset,On main carriageway - not in restricted la
139212,1,Car,No tow/articulation,Going ahead other,62,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,28,Not requested,,Other,,,unset,On main carriageway - not in restricted la
139212,2,Car,No tow/articulation,Going ahead other,26,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Male,58,Negative,,Other,,,unset,On main carriageway - not in restricted la
139212,3,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Going ahead other,26,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,46,Negative,,Other,,,unset,On main carriageway - not in restricted la
139312,1,Pedal cycle,No tow/articulation,Going ahead other,73,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,36,Not requested,,Other,,,unset,On main carriageway - not in restricted la
139312,2,Motor cycle over 125cc,No tow/articulation,Going ahead other,15,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Male,52,Not requested,,Other,,,unset,On main carriageway - not in restricted la
139512,1,Taxi,No tow/articulation,Going ahead other,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,36,Negative,,Other,,,unset,On main carriageway - not in restricted la
141312,1,Car,No tow/articulation,Going ahead other,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Not traced,-9,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
141312,2,Pedal cycle,No tow/articulation,Going ahead other,51,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,13,Not applicable,,Other,,,unset,On main carriageway - not in restricted la
141712,1,Pedal cycle,No tow/articulation,Going ahead right hand bend,51,Vehicle approaching junction/vehicle par,Skidding,None,Did not _leave carriageway,None,,Front,2,,0,Male,38,Not provided (Medical reasons),,Other,,,unset,On main carriageway - not in restricted la
141712,2,Car,No tow/articulation,Waiting to go ahead but held up,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Female,33,Negative,,Other,,,unset,On main carriageway - not in restricted la
142012,1,Car,No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Not traced,-9,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
142012,2,Car,No tow/articulation,Stopping,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Female,53,Not requested,,Other,,,unset,On main carriageway - not in restricted la
142712,1,Car,No tow/articulation,Turning left,35,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Male,26,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
142712,2,Pedal cycle,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,39,Not requested,,Other,,,unset,On main carriageway - not in restricted la
144012,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Reversing,51,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,2,,0,Male,27,Negative,,Other,,,unset,On main carriageway - not in restricted la
144012,2,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,73,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,1,,0,Male,26,Negative,,Other,,,unset,Bus lane
144212,1,Car,No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,84,Negative,,Other,,,unset,On main carriageway - not in restricted la
144212,2,Car,No tow/articulation,Waiting to go ahead but held up,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,35,Negative,,Other,,,unset,On main carriageway - not in restricted la
144212,3,Motor cycle over 125cc,No tow/articulation,Going ahead other,51,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,71,Negative,,Other,,,unset,On main carriageway - not in restricted la
144212,4,Car,No tow/articulation,Going ahead other,51,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Female,62,Negative,,Other,,,unset,On main carriageway - not in restricted la
145212,1,Pedal cycle,No tow/articulation,Going ahead other,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,53,Not requested,,Other,,,unset,On main carriageway - not in restricted la
145312,1,Motor cycle over 125cc,No tow/articulation,Stopping,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,0,,0,Female,41,Not requested,,Other,,,unset,On main carriageway - not in restricted la
146312,1,Bus or coach (17 or more passenger seats),No tow/articulation,Stopping,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,52,Negative,,"Non-stop vehicle, not hit",,,unset,Bus lane
146612,1,Car,No tow/articulation,Going ahead other,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,20,Negative,,Other,,,unset,On main carriageway - not in restricted la
146612,2,Car,No tow/articulation,Waiting to go ahead but held up,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,30,Negative,,Other,,,unset,On main carriageway - not in restricted la
146612,3,Car,No tow/articulation,Waiting to go ahead but held up,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,2,,0,Male,36,Negative,,Other,,,unset,On main carriageway - not in restricted la
146612,4,Car,No tow/articulation,Waiting to go ahead but held up,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,3,,0,Male,60,Negative,,Other,,,unset,On main carriageway - not in restricted la
146812,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Turning right,31,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,31,Negative,,Other,,,unset,On main carriageway - not in restricted la
146812,2,Car,No tow/articulation,Going ahead other,15,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,45,Negative,,Other,,,unset,On main carriageway - not in restricted la
146912,1,Moped,No tow/articulation,Turning left,57,Vehicle cleared junction/vehicle parked,Skidding,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,24,Negative,,Other,,,unset,On main carriageway - not in restricted la
147812,1,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,34,Not requested,,"Non-stop vehicle, not hit",,,unset,On main carriageway - not in restricted la
148012,1,Car,No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,0,,0,Not traced,-9,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
149812,1,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw,No tow/articulation,Stopping,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,63,Negative,,Other,,,unset,On main carriageway - not in restricted la
149812,2,Car,No tow/articulation,Stopping,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,59,Negative,,Other,,,unset,On main carriageway - not in restricted la
150612,1,Car,No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Left carriageway nearside,Other permanent objects,,Front,0,,0,Female,38,Not provided (Medical reasons),,Other,,,unset,On main carriageway - not in restricted la
152412,1,Car,No tow/articulation,Changing lane to left,51,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,60,Negative,,Other,,,unset,On main carriageway - not in restricted la
152412,2,Car,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Female,24,Negative,,Other,,,unset,On main carriageway - not in restricted la
152612,1,Car,No tow/articulation,Going ahead other,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Not traced,-9,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
153112,1,Car,No tow/articulation,Going ahead other,51,Vehicle approaching junction/vehicle par,Skidding,None,Left carriageway offside,Lamp post,,Nearside,2,,0,Male,31,Negative,,Other,,,unset,On main carriageway - not in restricted la
153112,2,Car,No tow/articulation,Waiting to go ahead but held up,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Female,37,Negative,,Other,,,unset,On main carriageway - not in restricted la
154312,1,Car,No tow/articulation,Turning right,31,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Male,36,Negative,,Other,,,unset,On main carriageway - not in restricted la
154312,2,Car,No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Female,35,Negative,,Other,,,unset,On main carriageway - not in restricted la
154512,1,Car,No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Female,45,Negative,,Other,,,unset,On main carriageway - not in restricted la
155312,1,Car,No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,21,Negative,,Other,,,unset,On main carriageway - not in restricted la
155312,2,Motor cycle over 125cc,No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,54,Negative,,Other,,,unset,On main carriageway - not in restricted la
155612,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Going ahead other,48,Vehicle in miidle of junction,No skidding or jackknifing,Road works,Did not _leave carriageway,None,,Nearside,0,,0,Male,45,Negative,,Other,,,unset,On main carriageway - not in restricted la
155712,1,Pedal cycle,No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,39,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
156112,1,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,35,Negative,,Other,,,unset,On main carriageway - not in restricted la
156112,2,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Female,24,Negative,,Other,,,unset,On main carriageway - not in restricted la
156512,1,Car,No tow/articulation,Turning left,68,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Not traced,-9,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
156512,2,Pedal cycle,No tow/articulation,Going ahead other,48,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,24,Not requested,,Other,,,unset,On main carriageway - not in restricted la
156912,1,Taxi,No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,0,,0,Female,53,Negative,,Other,,,unset,Bus lane
157012,1,Car,No tow/articulation,Going ahead other,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,38,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
157012,2,Car,No tow/articulation,Going ahead other,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,55,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
157912,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Changing lane to right,15,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Male,34,Negative,,Other,,,unset,On main carriageway - not in restricted la
157912,2,Car,No tow/articulation,Going ahead other,15,Vehicle in miidle of junction,No skidding or jackknifing,None,Left carriageway offside onto central reservation,Central crash barrier,,Nearside,1,,0,Female,22,Negative,,Other,,,unset,On main carriageway - not in restricted la
158012,1,Car,No tow/articulation,Reversing,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,0,,0,Male,30,Negative,,Other,,,unset,On main carriageway - not in restricted la
158112,1,Car,No tow/articulation,Turning right,74,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,31,Negative,,Other,,,unset,On main carriageway - not in restricted la
158112,2,Motor cycle over 125cc,No tow/articulation,Going ahead other,37,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,47,Not requested,,Other,,,unset,On main carriageway - not in restricted la
158212,1,Car,No tow/articulation,Turning right,52,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Male,52,Negative,,Other,,,unset,On main carriageway - not in restricted la
158212,2,Car,No tow/articulation,Going ahead other,37,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,25,Not requested,,Other,,,unset,On main carriageway - not in restricted la
158712,1,Motor cycle 125cc and under,No tow/articulation,Going ahead other,51,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,40,Negative,,Other,,,unset,On main carriageway - not in restricted la
158712,2,Car,No tow/articulation,Turning right,52,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,1,,0,Male,48,Negative,,Other,,,unset,On main carriageway - not in restricted la
159712,1,Bus or coach (17 or more passenger seats),No tow/articulation,Stopping,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,46,Negative,,Other,,,unset,On main carriageway - not in restricted la
159712,2,Car,No tow/articulation,Waiting to go ahead but held up,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,48,Negative,,Other,,,unset,On main carriageway - not in restricted la
159812,1,Car,No tow/articulation,U turn,55,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Male,55,Negative,,Other,,,unset,On main carriageway - not in restricted la
159812,2,Taxi,No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,45,Negative,,Other,,,unset,On main carriageway - not in restricted la
160012,1,Taxi,No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,41,Negative,,Other,,,unset,On main carriageway - not in restricted la
160112,1,Bus or coach (17 or more passenger seats),No tow/articulation,Waiting to go ahead but held up,37,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Female,47,Negative,,"Non-stop vehicle, not hit",,,unset,Bus lane
161012,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Going ahead other,61,Vehicle cleared junction/vehicle parked,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,24,Negative,,Other,,,unset,On main carriageway - not in restricted la
161012,2,Car,No tow/articulation,Waiting to go ahead but held up,51,Vehicle cleared junction/vehicle parked,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,29,Negative,,Other,,,unset,On main carriageway - not in restricted la
161112,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Turning left,71,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,23,Negative,,Other,,,unset,On main carriageway - not in restricted la
161112,2,Car,No tow/articulation,Turning left,71,Vehicle in miidle of junction,No skidding or jackknifing,Parked vehicle - unlit,Did not _leave carriageway,None,,Back,1,,0,Male,37,Not requested,,Other,,,unset,On main carriageway - not in restricted la
161112,3,Car,No tow/articulation,Parked,0,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,2,,0,Not traced,-9,Not requested,,Other,,,unset,On main carriageway - not in restricted la
162912,1,Car,No tow/articulation,Going ahead other,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,42,Not requested,,Other,,,unset,On main carriageway - not in restricted la
162912,2,Car,No tow/articulation,Waiting to go ahead but held up,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,36,Not requested,,Other,,,unset,On main carriageway - not in restricted la
162912,3,Car,No tow/articulation,Waiting to go ahead but held up,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,2,,0,Female,47,Not requested,,Other,,,unset,On main carriageway - not in restricted la
162912,4,Car,No tow/articulation,Waiting to go ahead but held up,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,3,,0,Male,30,Not requested,,Other,,,unset,On main carriageway - not in restricted la
162912,5,Car,No tow/articulation,Parked,0,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,3,,0,Not traced,-9,Not requested,,Other,,,unset,On main carriageway - not in restricted la
163012,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Going ahead left hand bend,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,31,Negative,,Other,,,unset,On main carriageway - not in restricted la
163012,2,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Going ahead right hand bend,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,39,Negative,,Other,,,unset,On main carriageway - not in restricted la
163312,1,Car,No tow/articulation,Starting,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Male,22,Negative,,Other,,,unset,On main carriageway - not in restricted la
163312,2,Pedal cycle,No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,53,Not requested,,Other,,,unset,On main carriageway - not in restricted la
164012,1,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,53,Negative,,Other,,,unset,On main carriageway - not in restricted la
164012,2,Car,No tow/articulation,Stopping,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Left carriageway nearside,None,,Back,3,,0,Female,58,Not provided (Medical reasons),,Other,,,unset,On main carriageway - not in restricted la
164012,3,Car,No tow/articulation,Stopping,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,2,,0,Male,23,Negative,,Other,,,unset,On main carriageway - not in restricted la
165512,1,Car,No tow/articulation,Waiting to turn right,17,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,57,Not requested,,Other,,,unset,On main carriageway - not in restricted la
165512,2,Car,No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,1,,0,Male,23,Negative,,Other,,,unset,On main carriageway - not in restricted la
165512,3,Car,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Male,34,Not requested,,Other,,,unset,On main carriageway - not in restricted la
165612,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,35,Negative,,Other,,,unset,On main carriageway - not in restricted la
165612,2,Car,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,65,Negative,,Other,,,unset,On main carriageway - not in restricted la
165912,1,Car,No tow/articulation,Going ahead other,73,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,62,Not requested,,Other,,,unset,On main carriageway - not in restricted la
166012,1,Car,No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,55,Not requested,,Other,,,unset,On main carriageway - not in restricted la
166012,2,Car,No tow/articulation,Waiting to go ahead but held up,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,30,Not requested,,Other,,,unset,On main carriageway - not in restricted la
166012,3,Car,No tow/articulation,Waiting to go ahead but held up,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,2,,0,Male,44,Not requested,,Other,,,unset,On main carriageway - not in restricted la
166912,1,Car,No tow/articulation,Turning right,38,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Not traced,-9,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
167112,1,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,34,Not requested,,Other,,,unset,On main carriageway - not in restricted la
167112,2,Car,No tow/articulation,Stopping,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,33,Not requested,,Other,,,unset,On main carriageway - not in restricted la
167812,1,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,24,Negative,,Other,,,unset,On main carriageway - not in restricted la
167812,2,Car,No tow/articulation,Stopping,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,57,Negative,,Other,,,unset,On main carriageway - not in restricted la
168312,1,Car,No tow/articulation,Stopping,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,21,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
168312,2,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Stopping,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,40,Not requested,,Other,,,unset,On main carriageway - not in restricted la
168612,1,Car,No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,60,Negative,,Other,,,unset,On main carriageway - not in restricted la
168612,2,Car,No tow/articulation,Stopping,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Female,26,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
168812,1,Bus or coach (17 or more passenger seats),No tow/articulation,Turning left,57,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,45,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
169212,1,Taxi,No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,60,Negative,,Other,,,unset,On main carriageway - not in restricted la
169512,1,Car,No tow/articulation,Going ahead other,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Female,41,Negative,,Other,,,unset,On main carriageway - not in restricted la
172012,1,Motor cycle 125cc and under,No tow/articulation,Turning right,17,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,58,Negative,,Other,,,unset,On main carriageway - not in restricted la
172012,2,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Going ahead other,51,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Male,42,Negative,,Other,,,unset,On main carriageway - not in restricted la
172912,1,Taxi,No tow/articulation,Going ahead other,51,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,0,,0,Female,45,Negative,,Other,,,unset,On main carriageway - not in restricted la
173012,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Turning right,31,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,32,Negative,,Other,,,unset,On main carriageway - not in restricted la
173012,2,Car,No tow/articulation,Going ahead other,73,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Female,19,Negative,,Other,,,unset,On main carriageway - not in restricted la
173112,1,Car,No tow/articulation,Going ahead left hand bend,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Left carriageway nearside,Tree,,Front,0,,0,Male,25,Not requested,,Other,,,unset,On main carriageway - not in restricted la
174012,1,Car,No tow/articulation,Overtaking stationary vehice on its offside,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,35,Negative,,Other,,,unset,On main carriageway - not in restricted la
174112,1,Motor cycle over 125cc,No tow/articulation,Overtaking stationary vehice on its offside,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,Bollard/refuge,Did not _leave carriageway,None,,Front,0,,0,Male,21,Negative,,Other,,,unset,On main carriageway - not in restricted la
174212,1,Car,No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),Overturned,Parked vehicle - unlit,Did not _leave carriageway,None,,Front,2,,0,Male,30,Negative,,Other,,,unset,On main carriageway - not in restricted la
174212,2,Car,No tow/articulation,Parked,0,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Not traced,-9,Not requested,,Other,,,unset,On main carriageway - not in restricted la
174512,1,Bus or coach (17 or more passenger seats),No tow/articulation,Waiting to go ahead but held up,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Female,36,Not requested,,"Non-stop vehicle, not hit",,,unset,On main carriageway - not in restricted la
174812,1,Car,No tow/articulation,Turning right,17,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,-9,Not requested,,"Non-stop vehicle, not hit",,,unset,On main carriageway - not in restricted la
174812,2,Motor cycle 125cc and under,No tow/articulation,Going ahead other,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,32,Not requested,,"Non-stop vehicle, not hit",,,unset,On main carriageway - not in restricted la
