acc_ref,veh_ref,veh_type,tow_art,manoeuvres,veh_movecp,jloc_veh_toi,skidding,objon_cway,veh_lv_cway,objoff_cway,veh_suffix,point_impact,otherveh_ref,part_damage,no_axles,sex_driver,age_driver,breath_test,max_gross,hit_run,dtp_proj,pol_la_pro,veh_loc_toa_road,veh_loc_toa_r
17612,1,Car,No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,21,Not requested,,Other,,,unset,On main carriageway - not in restricted la
17612,2,Car,No tow/articulation,Waiting to go ahead but held up,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Female,40,Not requested,,Other,,,unset,On main carriageway - not in restricted la
18712,1,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,51,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,41,Not requested,,Other,,,unset,On main carriageway - not in restricted la
19912,1,Car,No tow/articulation,Going ahead other,51,Vehicle cleared junction/vehicle parked,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Not traced,-9,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
20012,1,Bus or coach (17 or more passenger seats),No tow/articulation,Starting,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,46,Not requested,,"Non-stop vehicle, not hit",,,unset,Bus lane
20212,1,Car,No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,49,Not requested,,Other,,,unset,On main carriageway - not in restricted la
20212,2,Car,No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,56,Not requested,,Other,,,unset,On main carriageway - not in restricted la
20212,3,Car,No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,2,,0,Female,57,Not requested,,Other,,,unset,On main carriageway - not in restricted la
20412,1,Car,No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Female,31,Negative,,Other,,,unset,On main carriageway - not in restricted la
20812,1,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,43,Negative,,Other,,,unset,On main carriageway - not in restricted la
21512,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Going ahead other,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,37,Negative,,Other,,,unset,On main carriageway - not in restricted la
21512,2,Car,No tow/articulation,Waiting to turn right,53,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Left carriageway nearside,None,,Back,1,,0,Female,33,Not requested,,Other,,,unset,On main carriageway - not in restricted la
22312,1,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Left carriageway nearside,Other permanent objects,,Front,2,,0,Female,83,Not requested,,Other,,,unset,On main carriageway - not in restricted la
22312,2,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,32,Negative,,Other,,,unset,On main carriageway - not in restricted la
22912,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Changing lane to left,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,21,Negative,,"Non-stop vehicle, not hit",,,unset,On main carriageway - not in restricted la
22912,2,Motor cycle 125cc and under,No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),No skidding or jackknifing,Kerb,Left carriageway nearside,None,,Front,0,,0,Male,24,Negative,,Other,,,unset,On main carriageway - not in restricted la
23012,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Going ahead other,73,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,36,Positive,,Other,,,unset,On main carriageway - not in restricted la
23012,2,Car,No tow/articulation,Waiting to turn right,31,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,43,Negative,,Other,,,unset,On main carriageway - not in restricted la
23012,3,Car,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,38,Negative,,Other,,,unset,On main carriageway - not in restricted la
23012,4,Car,No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,61,Not requested,,Other,,,unset,On main carriageway - not in restricted la
23212,1,Car,No tow/articulation,Turning right,53,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,57,Negative,,Other,,,unset,On main carriageway - not in restricted la
23212,2,Pedal cycle,No tow/articulation,Going ahead other,15,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Female,38,Not requested,,Other,,,unset,On main carriageway - not in restricted la
23612,1,Car,No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Female,43,Not requested,,Other,,,unset,On main carriageway - not in restricted la
23912,1,Car,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,37,Positive,,Other,,,unset,On main carriageway - not in restricted la
23912,2,Car,No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Female,23,Negative,,Other,,,unset,On main carriageway - not in restricted la
24212,1,Car,No tow/articulation,Parked,0,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Not traced,-9,Not requested,,Other,,,unset,On main carriageway - not in restricted la
24212,2,Pedal cycle,No tow/articulation,Going ahead other,37,Vehicle in miidle of junction,No skidding or jackknifing,Open door of vehicle,Did not _leave carriageway,None,,Front,0,,0,Female,50,Not provided (Medical reasons),,Other,,,unset,On main carriageway - not in restricted la
28512,1,Car,No tow/articulation,Turning right,53,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,32,Negative,,Other,,,unset,On main carriageway - not in restricted la
28512,2,Car,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Female,36,Negative,,Other,,,unset,On main carriageway - not in restricted la
28812,1,Car,No tow/articulation,Going ahead other,51,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,32,Negative,,Other,,,unset,On main carriageway - not in restricted la
28812,2,Car,No tow/articulation,Going ahead other,37,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,0,,0,Female,17,Negative,,Other,,,unset,On main carriageway - not in restricted la
29112,1,Car,No tow/articulation,Parked,0,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Not traced,-9,Not requested,,Other,,,unset,On main carriageway - not in restricted la
29112,2,Pedal cycle,No tow/articulation,Going ahead other,51,Not at junction (or within 20 metres),No skidding or jackknifing,Open door of vehicle,Did not _leave carriageway,None,,Offside,1,,0,Female,34,Not requested,,Other,,,unset,On main carriageway - not in restricted la
29312,1,Car,No tow/articulation,Turning left,57,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,30,Negative,,Hit and Run,,,unset,On main carriageway - not in restricted la
29312,2,Car,No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Female,59,Negative,,Other,,,unset,On main carriageway - not in restricted la
29312,3,Car,No tow/articulation,Turning left,57,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Not traced,-9,Driver not contacted at time of accident,,"Non-stop vehicle, not hit",,,unset,On main carriageway - not in restricted la
30012,1,Taxi,No tow/articulation,Stopping,53,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,0,,0,Male,56,Negative,,Other,,,unset,On main carriageway - not in restricted la
30112,1,Pedal cycle,No tow/articulation,Going ahead other,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,23,Not applicable,,Other,,,unset,On main carriageway - not in restricted la
30412,1,Car,No tow/articulation,Starting,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,24,Negative,,Other,,,unset,On main carriageway - not in restricted la
31312,1,Car,No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,53,Negative,,Other,,,unset,On main carriageway - not in restricted la
31312,2,Car,No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,3,,0,Male,33,Negative,,Other,,,unset,On main carriageway - not in restricted la
31312,3,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,4,,0,Male,55,Negative,,Other,,,unset,On main carriageway - not in restricted la
31312,4,Car,No tow/articulation,Stopping,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,3,,0,Male,42,Negative,,Other,,,unset,On main carriageway - not in restricted la
31812,1,Car,No tow/articulation,Turning right,17,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,19,Negative,,Other,,,unset,On main carriageway - not in restricted la
31812,2,Car,No tow/articulation,Going ahead other,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Female,79,Negative,,Other,,,unset,On main carriageway - not in restricted la
32012,1,Car,No tow/articulation,Turning right,75,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,39,Negative,,Other,,,unset,On main carriageway - not in restricted la
32012,2,Car,No tow/articulation,Going ahead other,51,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,1,,0,Male,38,Negative,,Other,,,unset,On main carriageway - not in restricted la
32412,1,Car,No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Not traced,-9,Not requested,,Hit and Run,,,unset,On main carriageway - not in restricted la
32712,1,Bus or coach (17 or more passenger seats),No tow/articulation,Starting,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,49,Driver not contacted at time of accident,,"Non-stop vehicle, not hit",,,unset,On main carriageway - not in restricted la
33112,1,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,43,Not requested,,Other,,,unset,On main carriageway - not in restricted la
33112,2,Car,No tow/articulation,Waiting to go ahead but held up,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,40,Not requested,,Other,,,unset,On main carriageway - not in restricted la
34612,1,Car,No tow/articulation,Going ahead other,15,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Female,63,Negative,,Other,,,unset,On main carriageway - not in restricted la
34612,2,Car,No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,30,Negative,,Other,,,unset,On main carriageway - not in restricted la
34812,1,Car,No tow/articulation,Going ahead other,26,Not at junction (or within 20 metres),Skidded and overturned,None,Left carriageway nearside,Other permanent objects,,Nearside,0,,0,Female,18,Negative,,Other,,,unset,On main carriageway - not in restricted la
35212,1,Car,No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,52,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
35212,2,Car,No tow/articulation,Reversing,38,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Female,30,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
35712,1,Car,No tow/articulation,Going ahead other,51,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,39,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
35812,1,Bus or coach (17 or more passenger seats),No tow/articulation,Starting,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,51,Negative,,"Non-stop vehicle, not hit",,,unset,On main carriageway - not in restricted la
36012,1,Car,No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,Parked vehicle - unlit,Did not _leave carriageway,None,,Front,2,,0,Female,79,Not requested,,Other,,,unset,On main carriageway - not in restricted la
36012,2,Car,No tow/articulation,Parked,0,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,1,,0,Not traced,-9,Not requested,,Other,,,unset,On main carriageway - not in restricted la
36312,1,Car,No tow/articulation,Stopping,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,0,,0,Female,19,Not requested,,Other,,,unset,On main carriageway - not in restricted la
36712,1,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,0,,0,Not traced,-9,Driver not contacted at time of accident,,Hit and Run,,,unset,Bus lane
39612,1,Car,No tow/articulation,Turning left,13,Not at junction (or within 20 metres),No skidding or jackknifing,Parked vehicle - unlit,Did not _leave carriageway,None,,Front,2,,0,Male,76,Negative,,Other,,,unset,On main carriageway - not in restricted la
39612,2,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,32,Negative,,Other,,,unset,On main carriageway - not in restricted la
39612,3,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Parked,0,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Not traced,-9,Not requested,,Other,,,unset,On main carriageway - not in restricted la
40412,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Turning right,17,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Male,17,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
40412,2,Pedal cycle,No tow/articulation,Going ahead other,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Male,22,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
41512,1,Car,No tow/articulation,Stopping,73,Not at junction (or within 20 metres),Skidding,None,Did not _leave carriageway,None,,Front,2,,0,Male,36,Negative,,Other,,,unset,On main carriageway - not in restricted la
41512,2,Car,No tow/articulation,Stopping,73,Not at junction (or within 20 metres),Skidding,None,Did not _leave carriageway,None,,Back,1,,0,Male,48,Negative,,Other,,,unset,On main carriageway - not in restricted la
41512,3,Car,No tow/articulation,Stopping,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,2,,0,Male,57,Negative,,Other,,,unset,On main carriageway - not in restricted la
41612,1,Car,No tow/articulation,Going ahead other,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Left carriageway nearside,Other permanent objects,,Front,0,,0,Female,48,Negative,,Other,,,unset,On main carriageway - not in restricted la
42112,1,Car,No tow/articulation,Stopping,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Not traced,-9,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
42312,1,Car,No tow/articulation,Stopping,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,19,Negative,,Other,,,unset,On main carriageway - not in restricted la
42312,2,Car,No tow/articulation,Stopping,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,40,Negative,,Other,,,unset,On main carriageway - not in restricted la
42312,3,Car,No tow/articulation,Stopping,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,2,,0,Female,52,Negative,,Other,,,unset,On main carriageway - not in restricted la
