acc_ref,veh_ref,veh_type,tow_art,manoeuvres,veh_movecp,jloc_veh_toi,skidding,objon_cway,veh_lv_cway,objoff_cway,veh_suffix,point_impact,otherveh_ref,part_damage,no_axles,sex_driver,age_driver,breath_test,max_gross,hit_run,dtp_proj,pol_la_pro,veh_loc_toa_road,veh_loc_toa_r
122411,2,Car,No tow/articulation,Parked,0,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Not traced,-9,Not requested,,Other,,,unset,On main carriageway - not in restricted la
122711,1,Car,No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,2,,0,Male,15,Negative,,Other,,,unset,On main carriageway - not in restricted la
122711,2,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Waiting to go ahead but held up,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,39,Not requested,,Other,,,unset,On main carriageway - not in restricted la
123111,1,Pedal cycle,No tow/articulation,Going ahead other,37,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Female,22,Not requested,,Other,,,unset,On main carriageway - not in restricted la
123111,2,Car,No tow/articulation,Going ahead other,73,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,56,Negative,,Other,,,unset,On main carriageway - not in restricted la
124011,1,Car,No tow/articulation,Parked,0,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Not traced,-9,Not requested,,Other,,,unset,On main carriageway - not in restricted la
124011,2,Pedal cycle,No tow/articulation,Going ahead other,84,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,28,Not requested,,Other,,,unset,On main carriageway - not in restricted la
124411,1,Bus or coach (17 or more passenger seats),No tow/articulation,Starting,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,60,Not requested,,Other,,,unset,On main carriageway - not in restricted la
125211,1,Car,No tow/articulation,Going ahead other,51,Did not impact,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Male,73,Negative,,Other,,,unset,On main carriageway - not in restricted la
125211,2,Car,No tow/articulation,Going ahead other,37,Vehicle cleared junction/vehicle parked,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,30,Negative,,Other,,,unset,On main carriageway - not in restricted la
125511,1,Car,No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,45,Negative,,Other,,,unset,On main carriageway - not in restricted la
125511,2,Car,No tow/articulation,Stopping,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,30,Negative,,Other,,,unset,On main carriageway - not in restricted la
125911,1,Other motor vehicle,No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Not traced,-9,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
126111,1,Car,No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,23,Not requested,,Other,,,unset,On main carriageway - not in restricted la
126811,1,Car,No tow/articulation,Changing lane to left,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,32,Driver not contacted at time of accident,,"Non-stop vehicle, not hit",,,unset,On main carriageway - not in restricted la
126811,2,Car,No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Female,20,Not requested,,"Non-stop vehicle, not hit",,,unset,On main carriageway - not in restricted la
126911,1,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,73,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,55,Negative,,Other,,,unset,On main carriageway - not in restricted la
126911,2,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Male,27,Negative,,Other,,,unset,On main carriageway - not in restricted la
127811,1,Car,No tow/articulation,Going ahead other,51,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,46,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
127811,2,Pedal cycle,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Female,37,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
130011,1,Pedal cycle,No tow/articulation,Going ahead other,37,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,13,Not requested,,Other,,,unset,On main carriageway - not in restricted la
130011,2,Car,No tow/articulation,Starting,48,Did not impact,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,66,Negative,,Other,,,unset,On main carriageway - not in restricted la
131011,1,Car,No tow/articulation,Turning right,53,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Male,27,Negative,,Other,,,unset,On main carriageway - not in restricted la
131011,2,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Female,56,Negative,,Other,,,unset,On main carriageway - not in restricted la
131111,1,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,45,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
131311,1,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Male,21,Negative,,Other,,,unset,On main carriageway - not in restricted la
131311,2,Motor cycle 125cc and under,No tow/articulation,Changing lane to left,37,Not at junction (or within 20 metres),Skidding,None,Did not _leave carriageway,None,,Offside,1,,0,Male,21,Negative,,Other,,,unset,On main carriageway - not in restricted la
131311,3,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Not traced,-9,Not requested,,Other,,,unset,On main carriageway - not in restricted la
132311,1,Car,No tow/articulation,Turning right,17,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Male,59,Negative,,Other,,,unset,On main carriageway - not in restricted la
132311,2,Car,No tow/articulation,Going ahead other,51,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,1,,0,Male,26,Negative,,Other,,,unset,On main carriageway - not in restricted la
132411,1,Car,No tow/articulation,Turning right,17,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Female,40,Not requested,,Other,,,unset,On main carriageway - not in restricted la
133511,1,Bus or coach (17 or more passenger seats),No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,47,Not requested,,"Non-stop vehicle, not hit",,,unset,On main carriageway - not in restricted la
134111,1,Motor cycle over 125cc,No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Male,45,Negative,,Other,,,unset,On main carriageway - not in restricted la
134111,2,Car,No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Male,39,Negative,,Other,,,unset,On main carriageway - not in restricted la
135111,1,Car,No tow/articulation,Going ahead other,37,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,0,,0,Male,64,Not requested,,Other,,,unset,On main carriageway - not in restricted la
135411,1,Car,No tow/articulation,Reversing,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,2,,0,Not traced,-9,Not requested,,Hit and Run,,,unset,On main carriageway - not in restricted la
135411,2,Car,No tow/articulation,Parked,0,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Female,53,Not requested,,Other,,,unset,On main carriageway - not in restricted la
136811,1,Car,No tow/articulation,Turning left,71,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Female,24,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
136811,2,Pedal cycle,No tow/articulation,Overtaking stationary vehice on its offside,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,65,Not requested,,Other,,,unset,On main carriageway - not in restricted la
137911,1,Car,No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,22,Negative,,Other,,,unset,On main carriageway - not in restricted la
137911,2,Taxi,No tow/articulation,Waiting to go ahead but held up,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,3,,0,Male,34,Negative,,Other,,,unset,On main carriageway - not in restricted la
137911,3,Car,No tow/articulation,Reversing,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,2,,0,Male,41,Negative,,Other,,,unset,On main carriageway - not in restricted la
139511,1,Car,No tow/articulation,Stopping,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,22,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
139511,2,Car,No tow/articulation,Waiting to go ahead but held up,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Female,25,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
140311,1,Car,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,0,,0,Female,40,Negative,,Other,,,unset,On main carriageway - not in restricted la
140411,1,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),Skidded and overturned,None,Left carriageway offside onto central reservation,None,,Front,0,,0,Male,24,Negative,,Other,,,unset,On main carriageway - not in restricted la
140511,1,Car,No tow/articulation,Going ahead other,73,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,0,,0,Male,32,Negative,,Other,,,unset,On main carriageway - not in restricted la
140811,1,Taxi,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,0,,0,Not traced,-9,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
143111,1,Car,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Male,50,Not requested,,Other,,,unset,On main carriageway - not in restricted la
143111,2,Car,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Female,51,Not requested,,Other,,,unset,On main carriageway - not in restricted la
145211,1,Pedal cycle,No tow/articulation,Going ahead other,54,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,20,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
145211,2,Car,No tow/articulation,Starting,25,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Female,44,Not requested,,Other,,,unset,On main carriageway - not in restricted la
145711,1,Car,No tow/articulation,Turning right,75,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Male,38,Negative,,Other,,,unset,On main carriageway - not in restricted la
145711,2,Pedal cycle,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,26,Not requested,,Other,,,unset,On main carriageway - not in restricted la
145811,1,Car,No tow/articulation,Going ahead left hand bend,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,20,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
145811,2,Motor cycle over 125cc,No tow/articulation,Going ahead left hand bend,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,51,Not requested,,Other,,,unset,On main carriageway - not in restricted la
145911,1,Car,No tow/articulation,Turning right,52,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Male,52,Negative,,Other,,,unset,On main carriageway - not in restricted la
145911,2,Motor cycle over 125cc,No tow/articulation,Overtaking moving vehice on its offside,51,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,1,,0,Male,56,Not requested,,Other,,,unset,On main carriageway - not in restricted la
146311,1,Car,No tow/articulation,Going ahead left hand bend,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Left carriageway offside _and rebounded,Other permanent objects,,Front,0,,0,Male,53,Negative,,Other,,,unset,On main carriageway - not in restricted la
147611,1,Car,No tow/articulation,Turning left,57,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,42,Negative,,Other,,,unset,On main carriageway - not in restricted la
147611,2,Car,No tow/articulation,Wating to turn left,57,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,29,Not requested,,Other,,,unset,On main carriageway - not in restricted la
148111,1,Pedal cycle,No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,44,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
148111,2,Car,No tow/articulation,Turning left,35,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Female,33,Not requested,,Other,,,unset,On main carriageway - not in restricted la
149711,1,Car,No tow/articulation,Turning left,13,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Male,25,Negative,,Other,,,unset,On main carriageway - not in restricted la
149711,2,Pedal cycle,No tow/articulation,Going ahead other,51,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,47,Not requested,,Other,,,unset,On main carriageway - not in restricted la
149911,1,Car,No tow/articulation,Turning right,17,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Male,82,Negative,,Other,,,unset,On main carriageway - not in restricted la
149911,2,Car,No tow/articulation,Going ahead other,37,Vehicle approaching junction/vehicle par,Skidding,None,Left carriageway nearside,Tree,,Offside,1,,0,Female,27,Negative,,Other,,,unset,On main carriageway - not in restricted la
150211,1,Car,No tow/articulation,Turning right,31,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Male,18,Negative,,Other,,,unset,On main carriageway - not in restricted la
150211,2,Car,No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Female,27,Not provided (Medical reasons),,Other,,,unset,On main carriageway - not in restricted la
151011,1,Car,No tow/articulation,Overtaking stationary vehice on its offside,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,0,,0,Female,51,Negative,,Other,,,unset,On main carriageway - not in restricted la
151311,1,Car,Double/multiple trailer,Going ahead other,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,0,,0,Male,26,Negative,,Other,,,unset,On main carriageway - not in restricted la
154511,1,Car,No tow/articulation,Overtaking moving vehice on its offside,12,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Not traced,-9,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
154511,2,Pedal cycle,No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Female,23,Not applicable,,Other,,,unset,On main carriageway - not in restricted la
154611,1,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,42,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
154611,2,Car,No tow/articulation,Waiting to go ahead but held up,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,39,Not requested,,Other,,,unset,On main carriageway - not in restricted la
155511,1,Car,No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Not traced,-9,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
155511,2,Car,No tow/articulation,Waiting to go ahead but held up,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Female,34,Not requested,,Other,,,unset,On main carriageway - not in restricted la
156811,1,Taxi,No tow/articulation,Going ahead other,51,Vehicle cleared junction/vehicle parked,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,60,Not requested,,"Non-stop vehicle, not hit",,,unset,On main carriageway - not in restricted la
157811,1,Pedal cycle,No tow/articulation,Going ahead other,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,34,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
157811,2,Car,No tow/articulation,Waiting to turn right,31,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,1,,0,Male,44,Not requested,,Other,,,unset,On main carriageway - not in restricted la
157911,1,Motor cycle 125cc and under,No tow/articulation,Overtaking on nearside,51,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Male,28,Not requested,,Other,,,unset,On main carriageway - not in restricted la
157911,2,Taxi,No tow/articulation,Turning right,17,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,1,,0,Male,51,Not requested,,Other,,,unset,On main carriageway - not in restricted la
158011,1,Car,No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,53,Negative,,Other,,,unset,On main carriageway - not in restricted la
158011,2,Car,No tow/articulation,Waiting to go ahead but held up,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,23,Not requested,,Other,,,unset,On main carriageway - not in restricted la
158011,3,Car,No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,39,Negative,,Other,,,unset,On main carriageway - not in restricted la
160711,1,Bus or coach (17 or more passenger seats),No tow/articulation,Stopping,84,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,30,Not requested,,Other,,,unset,On main carriageway - not in restricted la
161211,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Stopping,15,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,55,Negative,,Other,,,unset,On main carriageway - not in restricted la
161211,2,Motor cycle over 125cc,No tow/articulation,Going ahead other,58,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Male,19,Negative,,Other,,,unset,On main carriageway - not in restricted la
161811,1,Motor cycle 125cc and under,No tow/articulation,Going ahead other,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,0,,0,Female,27,Negative,,Other,,,unset,On main carriageway - not in restricted la
161911,1,Car,No tow/articulation,Starting,71,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,41,Negative,,Other,,,unset,On main carriageway - not in restricted la
161911,2,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Stopping,73,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,57,Negative,,Other,,,unset,On main carriageway - not in restricted la
162111,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Going ahead other,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,2,,0,Not traced,-9,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
162111,2,Pedal cycle,No tow/articulation,Going ahead other,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Female,30,Not requested,,Other,,,unset,On main carriageway - not in restricted la
163011,1,Car,No tow/articulation,Turning right,31,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,29,Not requested,,Other,,,unset,On main carriageway - not in restricted la
163011,2,Car,No tow/articulation,Going ahead other,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Female,78,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
163211,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Waiting to go ahead but held up,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,38,Negative,,Other,,,unset,On main carriageway - not in restricted la
163211,2,Car,No tow/articulation,Waiting to go ahead but held up,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,3,,0,Male,39,Negative,,Other,,,unset,On main carriageway - not in restricted la
163211,3,Car,No tow/articulation,Waiting to go ahead but held up,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,2,,0,Male,42,Negative,,Other,,,unset,On main carriageway - not in restricted la
164411,1,Car,No tow/articulation,Starting,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Female,37,Negative,,Other,,,unset,On main carriageway - not in restricted la
164411,2,Car,No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,1,,0,Female,67,Negative,,Other,,,unset,On main carriageway - not in restricted la
164511,1,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Turning right,17,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,55,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
164511,2,Pedal cycle,No tow/articulation,Going ahead other,51,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,1,,0,Male,41,Not requested,,Other,,,unset,On main carriageway - not in restricted la
164911,1,Car,No tow/articulation,Going ahead other,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,40,Negative,,Other,,,unset,On main carriageway - not in restricted la
164911,2,Car,No tow/articulation,Stopping,51,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Male,36,Not provided (Medical reasons),,Other,,,unset,On main carriageway - not in restricted la
165011,1,Car,No tow/articulation,Starting,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,0,,0,Not traced,-9,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
166311,1,Car,No tow/articulation,Going ahead other,15,Did not impact,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,52,Negative,,Other,,,unset,On main carriageway - not in restricted la
166311,2,Pedal cycle,No tow/articulation,Going ahead other,73,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,59,Not requested,,Other,,,unset,On main carriageway - not in restricted la
166811,1,Car,No tow/articulation,Going ahead other,73,Not at junction (or within 20 metres),Skidding,None,Left carriageway offside,Other permanent objects,,Front,0,,0,Female,48,Negative,,Other,,,unset,On main carriageway - not in restricted la
166911,1,Car,No tow/articulation,Turning right,53,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,22,Negative,,Other,,,unset,On main carriageway - not in restricted la
166911,2,Motor cycle over 125cc,No tow/articulation,Going ahead right hand bend,37,Vehicle in miidle of junction,No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,1,,0,Male,28,Negative,,Other,,,unset,On main carriageway - not in restricted la
167911,1,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Male,86,Driver not contacted at time of accident,,Other,,,unset,On main carriageway - not in restricted la
167911,2,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,No tow/articulation,Turning right,31,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,3,,0,Male,18,Negative,,Other,,,unset,On main carriageway - not in restricted la
167911,3,Car,No tow/articulation,Stopping,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Offside,2,,0,Male,53,Negative,,Other,,,unset,On main carriageway - not in restricted la
169111,1,Car,No tow/articulation,Stopping,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,2,,0,Female,23,Negative,,Other,,,unset,On main carriageway - not in restricted la
169111,2,Car,No tow/articulation,Waiting to go ahead but held up,51,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Back,1,,0,Female,35,Negative,,Other,,,unset,On main carriageway - not in restricted la
169911,1,Car,No tow/articulation,Going ahead other,15,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,0,,0,Female,33,Negative,,Other,,,unset,On main carriageway - not in restricted la
170011,1,Car,No tow/articulation,Going ahead other,37,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Nearside,0,,0,Male,83,Driver not contacted at time of accident,,Hit and Run,,,unset,On main carriageway - not in restricted la
172811,1,Bus or coach (17 or more passenger seats),No tow/articulation,Starting,73,Not at junction (or within 20 metres),No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Male,50,Negative,,Other,,,unset,Bus lane
173811,1,Car,No tow/articulation,Going ahead other,73,unset,Overturned,None,Did not _leave carriageway,None,,Front,2,,0,Male,60,Not provided (Medical reasons),,Other,,,unset,On main carriageway - not in restricted la
173811,2,Car,No tow/articulation,Waiting to turn right,31,unset,No skidding or jackknifing,None,Did not _leave carriageway,None,,Front,1,,0,Male,22,Not provided (Medical reasons),,Other,,,unset,On main carriageway - not in restricted la
175211,1,Bus or coach (17 or more passenger seats),No tow/articulation,Changing lane to left,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Did not _leave carriageway,None,,Did not impact,0,,0,Not traced,-9,Driver not contacted at time of accident,,"Non-stop vehicle, not hit",,,unset,On main carriageway - not in restricted la
175211,2,Pedal cycle,No tow/articulation,Going ahead other,15,Vehicle approaching junction/vehicle par,No skidding or jackknifing,None,Left carriageway nearside,Other permanent objects,,Front,0,,0,Male,15,Driver not contacted at time of accident,,Other,,,unset,Cycle lane (On main carriageway)
